,Content,quality,smell,shipping,packing,price,others,processed_content
10078,đã dùng loại này nhiều lần okla rửa xong mềm mịn da k bị kích ứng,2.0,,,,,,đã dùng loại này nhiều lần okla rửa xong mềm mịn da k bị kích_ứng
2963,chất lượng sản phẩm tuyệt vời mua ngày sale nên giá rất là hời,2.0,,,,2.0,,chất_lượng sản_phẩm tuyệt_vời mua ngày sale nên giá rất là hời
1584,dùng êm rửa xong mặt vẫn có độ ẩm,2.0,,,,,,dùng êm rửa xong mặt vẫn có độ_ẩm
12735,đóng gói kĩsrm này có hạt sài thích sạch lắm lunsài xong cũng giảm tình trạng mụn nègiá hssv nên mua nha,2.0,,,2.0,2.0,,đóng_gói kĩsrm này có hạt sài thích sạch lắm lunsài xong cũng giảm tình_trạng mụn nègiá hssv nên mua nha
4515,Mùi dễ chịu,,2.0,,,,,mùi dễ_chịu
12896,đóng gói hàng chắc chắn mình mua tặng bạn trai nên chưa biết công dụng như nào hi vọng là hợp với ny mình,,,,2.0,,2.0,đóng_gói hàng chắc_chắn mình mua tặng bạn trai nên chưa biết công_dụng như nào hi_vọng là hợp với ny mình
9781,"Mùi thơm, dùng xong da mướt",2.0,2.0,,,,,mùi thơm dùng xong da mướt
1975,đóng gói cẩn thận giao hàng nhanh da mình đang bị mụn thấy review nên dùng thử xem có hợp khong nếu được sẽ sử dụng luôn,,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh da mình đang bị mụn thấy review nên dùng thử xem có hợp khong nếu được sẽ sử_dụng luôn
3912,gel dạng hơi lỏng dùng tạo bọt và êm dịu không khô rít đáng tiền,2.0,,,,,,gel dạng hơi lỏng dùng tạo bọt và êm_dịu không khô rít đáng tiền
9891,Nhận được sữa rửa mặt nhưng không thấy có quà tặng kèm,,,,,,0.0,nhận được sữa rửa mặt nhưng không thấy có quà tặng kèm
6596,"Mình thật sự rất tin tưởng tiki trading, nhưng dạo gần đây rất ko hài lòng vì độ cẩu thả trogn đóng gói. Hàng mỹ phẩm mà ko hề bao bì hay ít nhất là túi nylon nhỏ, hàng thì tem rách, nắp chai thì xộc xệch. Mình chưa nói đến hàng thật giả, đơn giản là sự tôn trọng vì mình mua cũng gần 300k cho 1 chai rửa mặt. 
Tiki team vui lòng xem lại. 
Tks.",,,,0.0,,2.0,mình thật_sự rất tin_tưởng tiki trading nhưng dạo gần đây rất ko hài_lòng vì độ cẩu_thả trogn đóng_gói hàng mỹ_phẩm mà ko hề bao_bì hay ít_nhất là túi nylon nhỏ hàng thì tem rách nắp chai thì xộc_xệch mình chưa nói đến hàng thật giả đơn_giản là sự tôn_trọng vì mình mua cũng gần 300k cho 1 chai rửa mặt tiki team vui_lòng xem_lại tks
4411,đóng gói chắc chắn nghe rw nhưng mà sài xong da cứ bị khô nói chung cũng tạm,0.0,,,2.0,,,đóng_gói chắc_chắn nghe rw nhưng_mà sài xong da cứ bị khô nói_chung cũng tạm
12960,chai 473ml nên dùng đc khá lâu dùng xong k bị khô da không quá nhiều bọt,2.0,,,,,,chai 473ml nên dùng đc khá lâu dùng xong k bị khô da không quá nhiều bọt
8478,đóng góp quá ok do dịch nên đợi hơi lâu sẽ ủng hộ shop dài dài nd,,,0.0,,,,đóng_góp quá ok do dịch nên đợi hơi lâu sẽ ủng_hộ shop dài_dài nd
12750,k có  màng bộc miệng lọ sửa rửa mặt  k biết có ảnh huởng đến chất luợng k,,,,,,0.0,k có màng bộc miệng lọ sửa rửa mặt k biết có ảnh huởng đến chất luợng k
10122,"Mình rất cẩn thận trong việc lựa chọn sản phẩm chăm sóc da mặt, nên đã tìm hiểu kĩ về dòng này, cũng như tham khảo nhiều review khác. Sản phẩm dùng rất nhẹ nhàng và sạch sâu, hình thức đẹp và Tiki giao hàng nhanh, đóng gói cẩn thận.",2.0,,2.0,2.0,,,mình rất cẩn_thận trong việc lựa_chọn sản_phẩm chăm_sóc da mặt nên đã tìm_hiểu kĩ về dòng này cũng như tham_khảo nhiều review khác sản_phẩm dùng rất nhẹ_nhàng và sạch sâu hình_thức đẹp và tiki giao hàng nhanh đóng_gói cẩn_thận
11764,da mình da khô sử dụng sản phẩm vẫn bị khô da,0.0,,,,,,da mình da khô sử_dụng sản_phẩm vẫn bị khô da
13189,đóng gói kỹ giao hàng nhanh mình cũng lấy sài đc 2 ngày r rất êm và sạch da sd xong da mặt rất mịn k bị khô,2.0,,2.0,2.0,,,đóng_gói kỹ giao hàng nhanh mình cũng lấy sài đc 2 ngày r rất êm và sạch da sd xong da mặt rất mịn k bị khô
2840,"Khi nhận đc hàng thì đóng gói cẩn thận, chất lượng sp tốt nhưg có điểm trừ duy nhất đó là mùi của sp vô cùng khó chịu và hắc, mk ko thể nào ngừi đc mùi của sp này.",2.0,0.0,,2.0,,,khi nhận đc hàng thì đóng_gói cẩn_thận chất_lượng sp tốt nhưg có điểm trừ duy_nhất đó là mùi của sp vô_cùng khó_chịu và hắc mk ko thể_nào ngừi đc mùi của sp này
13273,tiki giao hàng thì khỏi chê rồi. còn srm này thì ms dùng lần đầu nên chưa biết có hiệu quả ko.,,,2.0,,,,tiki giao hàng thì khỏi chê rồi còn srm này thì ms dùng lần đầu nên chưa biết có hiệu_quả ko
13630,chất lượng sản phẩm tuyệt vờiiiii,2.0,,,,,,chất_lượng sản_phẩm tuyệt vờiiiii
7976,đóng gói cẩn thận săn được mã hời mà còn được tặng nhiều quà,,,,2.0,,2.0,đóng_gói cẩn_thận săn được mã hời mà_còn được tặng nhiều quà
14531,duoc tang kem chong nang mui thom thay cung on chua dung chua biet nhu nao dong goi hang can than nen mua nha dung cho da dau mun cham muoi tren muoi hoa bhu vu ghia kia ki ko lon xu xa,2.0,2.0,,2.0,,,duoc tang kem chong nang mui thom thay cung on chua dung chua biet nhu nao dong goi hang can than nen mua nha dung cho da dau mun cham muoi tren muoi hoa bhu vu ghia kia ki ko lon xu xa
4885,độ nhờn phù hợp loại này da dầu dùng mới thích thoa trên mặt được đều rửa xong sạch mà không kin kít chứ như cái loại xanh biển ấy nói là cho da dầu mà chẳng có bọt thoa lên mặt thì toàn thấy thoa dầu của mình rửa xong dầu y vân nguyên,1.0,,,,,,độ nhờn phù_hợp loại này da_dầu dùng mới thích thoa trên mặt được đều rửa xong sạch mà không kin_kít chứ như cái loại xanh biển ấy nói là cho da_dầu mà chẳng có bọt thoa lên mặt thì toàn thấy thoa dầu của mình rửa xong dầu y vân_nguyên
7229,đóng gói sản phẩm chắc chắn giao hàng nhanh đã sử dụng rất lâu sp,,,2.0,2.0,,,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh đã sử_dụng rất lâu sp
9698,chất lượng sản phẩm tốt đã mua nhiều lần giao hàng rất nhanh,2.0,,2.0,,,,chất_lượng sản_phẩm tốt đã mua nhiều lần giao hàng rất nhanh
12543,đã nhận được hàng oke sẽ ủng hộ lần sau đã nhận được hàng oke,1.0,,,,,,đã nhận được hàng oke sẽ ủng_hộ lần sau đã nhận được hàng oke
9806,đã sử dụng 3 lần rồi rất ok nhưng lần ngày giao hơi bám nhiều bụi,2.0,,,,,0.0,đã sử_dụng 3 lần rồi rất ok nhưng lần ngày giao hơi bám nhiều bụi
10021,đóng gói kĩ lần đầu tiên mua của shop nói chung là hài lòng,,,,2.0,,,đóng_gói kĩ lần đầu_tiên mua của shop nói_chung là hài_lòng
6215,"Hàng giao nhanh, đóng gói kỹ. nhân viên thân thiện, nhiệt tình. Rửa mặt xong rất rạch, mềm mịn, mùi thoảng nhẹ dễ chịu. Hai vc mình rất thích dùng sp này. Ck da khô, mình da nhờn đều xài hợp. nên mua",2.0,2.0,2.0,2.0,,2.0,hàng giao nhanh đóng_gói kỹ nhân_viên thân_thiện nhiệt_tình rửa mặt xong rất rạch mềm mịn mùi thoảng nhẹ dễ_chịu hai vc mình rất thích dùng sp này ck da khô mình da nhờn đều xài hợp nên mua
37,đồ dùng ổn trong tầm giá đánh giá chỉ mang tính chất nhận xu,1.0,,,,2.0,,đồ_dùng ổn trong tầm giá đánh_giá chỉ mang tính_chất nhận xu
576,"Là loại sữa rửa mặt dạng hạt (giống như sữa rửa mặt tẩy tế bào chết) nhưng khá nhẹ, dùng xong da mặt mềm mại, không căng, khô. Da mặt tôi là da nhạy cảm, nhiều dầu, dùng thấy khá hợp, cảm giác dễ chịu.
Tuy nhiên, phần làm sạch mụn đầu đen thì hiệu quả không cao, sau 4 ngày dùng, tôi thấy mụn đầu đen hình như vẫn không giảm bớt.",0.0,,,,,,là loại sữa rửa mặt dạng hạt_giống như sữa rửa mặt tẩy tế_bào chết nhưng khá nhẹ dùng xong da mặt mềm_mại không căng khô da mặt tôi là da nhạy_cảm nhiều dầu dùng thấy khá hợp cảm_giác dễ_chịu tuy_nhiên phần làm sạch mụn đầu đen thì hiệu_quả không cao sau 4 ngày dùng tôi thấy mụn đầu đen hình_như vẫn không giảm bớt
4901,cetaphil thì nổi tiếng quá rồi mình da khô xài dễ chịu ko bị khô căng hay ngứa mua hẳn chai to xài cho đã,2.0,,,,,,cetaphil thì nổi_tiếng quá rồi mình da khô xài dễ_chịu ko bị khô căng hay ngứa mua hẳn chai to xài cho đã
3988,đóng gói ổn nhgnn shipper hơi cọc,,,0.0,1.0,,,đóng_gói ổn nhgnn shipper hơi cọc
8303,"sản phẩm đóng gói tốt, có đầy đủ bill, date còn rất dài, sử dụng rửa mặt không ra nhiều bọt nhưng không làm da bị khô rít như những loại srm khác, mềm mại mà vẫn cho cảm giác sạch",,,,2.0,,2.0,sản_phẩm đóng_gói tốt có đầy_đủ bill date còn rất dài sử_dụng rửa mặt không ra nhiều bọt nhưng không làm da bị khô rít như những loại srm khác mềm_mại mà vẫn cho cảm_giác sạch
713,"kem dùng rất tốt,mát da,có mùi bạc hà,dùng xong thấy rất thoải mái",2.0,2.0,,,,,kem dùng rất tốt mát da có mùi bạc_hà dùng xong thấy rất thoải_mái
14514,sản phẩm giao hàng không có lớp khóa ngoài. Khi nhận hàng mình về mở ra thấy típ kem đã dược sử dụng qua rồi. Rất không thích,,,,,,0.0,sản_phẩm giao hàng không có lớp khoá ngoài khi nhận hàng mình về mở ra thấy típ kem đã dược sử_dụng qua rồi rất không thích
8390,đã mua của shop nhiều lần r mong là hàng chính hãng uy tín ạ,,,,,,2.0,đã mua của shop nhiều lần r mong là hàng chính hãng uy_tín ạ
8364,đóng gói cẩn thận đã dùng rất lâu phù hợp với mọi loại da sản phẩm còn rẻ mà dung lượng lại to,2.0,,,2.0,2.0,2.0,đóng_gói cẩn_thận đã dùng rất lâu phù_hợp với mọi loại da sản_phẩm còn rẻ mà dung_lượng lại to
2335,"Giao hàng nhanh , shipper nhiệt tình , sản phẩm tốt , mềm mịn da",2.0,,2.0,,,,giao hàng nhanh shipper nhiệt_tình sản_phẩm tốt mềm mịn da
10416,chất lượng rất oke ạ mình đã mua lần thứ 3 dạng gel dùng rất phù hợp cho da dầu nhé,2.0,,,,,,chất_lượng rất oke ạ mình đã mua lần thứ 3 dạng gel dùng rất phù_hợp cho da_dầu nhé
4420,đóng gói sản phẩm siêu chắc chắn giao hàng tương đối nhanh và shopee mall nên mình cũng yên tâm,,,2.0,2.0,,,đóng_gói sản_phẩm siêu chắc_chắn giao hàng tương_đối nhanh và shopee mall nên mình cũng yên_tâm
7600,chai bé bé xinh xinh ạ chưa sài nên chưa bt hasaki chíh hãng 100%,,,,,,2.0,chai bé bé xinh_xinh ạ chưa sài nên chưa bt hasaki chíh hãng 100
13513,đã dùng nhiều lần sạch da rất ok ko bị khô da dùng thơm và tốt lắm nha mn ơi nên mua ạ hihi giao hàng nhanh chóng shipper thân thiện 1 ngàn sao sẽ tiếp tục ủng hộ shop giá thành đi đôi chất lượng nha mn ơi,2.0,,2.0,,2.0,,đã dùng nhiều lần sạch da rất ok ko bị khô da dùng thơm và tốt lắm nha mn ơi nên mua ạ hihi giao hàng nhanh_chóng shipper thân_thiện 1 ngàn sao sẽ tiếp_tục ủng_hộ shop giá_thành đi_đôi chất_lượng nha mn ơi
881,dùng simple ưng lắm giá rẻ mà chất lượng shop đóng gói kỹ giao hàng nhanh còn đc tặng kèm tẩy trang,2.0,,2.0,2.0,2.0,2.0,dùng simple ưng lắm giá rẻ mà chất_lượng shop đóng_gói kỹ giao hàng nhanh còn đc tặng kèm tẩy_trang
567,"sp giống hình nhưng da m ko hợp với loại này, rửa xong bị ngứa rát",0.0,,,,,1.0,sp giống hình nhưng da m ko hợp với loại này rửa xong bị ngứa rát
11403,giao nhanh,,,2.0,,,,giao nhanh
11546,Chưa dùng qua. Sẽ cố gắng cập nhật thêm thông tin. Trước đánh giá 5 sao đã vì hình giống sp,,,,,,2.0,chưa dùng qua sẽ cố_gắng cập_nhật thêm thông_tin trước đánh_giá 5 sao đã vì hình giống sp
2245,đã nhận được hàng shop đóng góp hàng kỹ chất lượng eucerin thì ok mình từng sử dụng 1 dòng khác giờ xài sữa rửa mặt xem như nào,2.0,,,,,,đã nhận được hàng shop đóng_góp hàng kỹ chất_lượng eucerin thì ok mình từng sử_dụng 1 dòng khác giờ xài sữa rửa mặt xem như nào
13225,đóng gói sp kỹ càng giao hàng nhanh sp chưa dùng nên chưa biết ntn,,,2.0,2.0,,,đóng_gói sp kỹ_càng giao hàng nhanh sp chưa dùng nên chưa biết ntn
4165,Giao hàng nhanh,,,2.0,,,,giao hàng nhanh
8201,đóng gói hàng cẩn thận mua đồ ở hasaki thì chất lượng ổn áp rồi nên mua nha,2.0,,,2.0,,,đóng_gói hàng cẩn_thận mua đồ ở hasaki thì chất_lượng ổn_áp rồi nên mua nha
7944,chất lượng sản phẩm tuyết cời sdoon gói sản phảm tốt giao hàng nhanh,2.0,,2.0,,,,chất_lượng sản_phẩm tuyết cời sdoon gói sản phảm tốt giao hàng nhanh
10618,đóng gói cẩn thận mùi hương liệu hơi nồng bạn nào không quen dễ không thích rửa xong hôi khô da,0.0,0.0,,2.0,,,đóng_gói cẩn_thận mùi hương_liệu hơi nồng bạn nào không quen dễ không thích rửa xong hôi khô da
8723,check hàng chính hãng mua bên hasaki nên cũng an tâm về chất lượng,,,,,,2.0,check hàng chính hãng mua bên hasaki nên cũng an_tâm về chất_lượng
239,chai t2 rồi mua tiki giá ổn,,,,,1.0,,chai t2 rồi mua tiki giá ổn
10968,"mùi hóa học, khá hắc. vỏ chai cũ",,0.0,,,,0.0,mùi hoá_học khá hắc vỏ_chai cũ
9845,đã nhận hàng tốt lắm,2.0,,,,,,đã nhận hàng tốt lắm
6759,"Khi đóng gói giao hàng nên gói sản phẩm trong túi chống sock thay vì giấy bìa các tông, nhìn vừa bẩn vừa mất mỹ quan. Chất lượng sản phẩm dùng cũng thấy bt, chưa thực sự thấy hiệu quả.",1.0,,,1.0,,,khi đóng_gói giao hàng nên gói sản_phẩm trong túi chống sock thay_vì giấy bìa các_tông nhìn vừa bẩn vừa mất mỹ_quan chất_lượng sản_phẩm dùng cũng thấy bt chưa thực_sự thấy hiệu_quả
1597,đã sử dụng srm simple rất nhiều rồi rửa mặt ổn ko bị khô da dịu nhẹ lành tính nói chung là rất ưng srm mua của shop có tem nhãn dầy đủ,2.0,,,,,2.0,đã sử_dụng srm simple rất nhiều rồi rửa mặt ổn ko bị khô da dịu nhẹ lành_tính nói_chung là rất ưng srm mua của shop có tem nhãn dầy đủ
9742,đóng gói cẩn thận chính hãng cái vòi xịt bị hư nhưng vẫn tạm dùng được,,,,2.0,,2.0,đóng_gói cẩn_thận chính hãng cái vòi xịt bị hư nhưng vẫn tạm dùng được
6926,sản phẩm chất lượng tốt đáng tiền dùng ko bị khô da,2.0,,,,,,sản_phẩm chất_lượng tốt đáng tiền dùng ko bị khô da
1901,Mình nghĩ sản phẩm này sẽ hợp với mọi người ngay cả người da nhạy cảm và mụn vì em này làm sạch nhẹ nhàng.,2.0,,,,,,mình nghĩ sản_phẩm này sẽ hợp với mọi người ngay cả người da nhạy_cảm và mụn vì em này làm sạch nhẹ_nhàng
1180,"ko có bọt nhiều, nhẹ dịu",2.0,,,,,,ko có bọt nhiều nhẹ dịu
6315,chất lượng sản phẩm tuyệt vời giao hành nhanh lắm mua cũng được vài lần sử dụng rất tốt,2.0,,2.0,,,,chất_lượng sản_phẩm tuyệt_vời giao hành nhanh lắm mua cũng được vài lần sử_dụng rất tốt
