,Content,QUALITY,SMELL,SHIPPING,PACKING,PRICE,OTHERS
222,chất kem đặc. tạo bọt tốt. rửa xong ẩm mịn. tạm thời là hợp. nếu ko bị kích ứng sẽ dùng lâu dài. đc tặng son ofelia siêu xinh date xa lắc., Positive,,,,, Positive
223,Nhận đầy đủ hàng r ạaa ship siêu nhanh luôn ý mới đặt tối hôm kia mà h đã ship đến rồi😍,,, Positive,,, Positive
224,"sản phẩm dùng khá thích. dịu nhẹ, thơm, hợp với da mặt. độ ph thấp. ưng ý với sp này", Positive, Positive,,,,
225,"Đóng gói tốt, được tặng kèm quà nên thích ghê, son này để trang điểm thì ok chứ thấy dễ trôi",,,, Positive,, Positive
226,"Tiki kì này đúng dịp sale nên giao hàng trễ cho mình cả tuần lễ, nhưng được cái anh giao hàng dễ thương, lại đúng sản phẩm, HSD còn dài, giá tiền sale rất hời , vẫn ủng hộ shop.",,, Neutral,, Positive, Positive
227,chai to sử dụng lâu. hạn sử dụng gần 3 năm. hàng chất lượng., Positive,,,,, Positive
228,"đang dịch bệnh nhưng tiki vẫn chuẩn bị hàng rất nhanh trong ngày đã gói xong, 3 ngày là nhận hàng
Chỉ là hơi bùn a shiper cục hàng có dán dễ vỡ mà ảnh chọi cái vèo 
srm mới tinh có bọc ở nắp chai
10đ cho dv của tiki( chứ mk đặt shopee hơn 2 tuần r chưa giao :) )
Mình chọn tiki tranding nha",,, Neutral,,, Positive
229,"đặt từ 27/6 đến 3/7 mới nhận hàng được, chưa sử dụng nên cũng hok biết chất lượng sao",,, Negative,,,
230,"Sản phẩm tốt, ko gây kích ứng trên da, mùi nhẹ nhàng dễ chịu, tạo bọt cũng được kha khá, làm sạch sâu được da mặt sau khi đã tẩy trang, có cấp ẩm vì thế mà ko gây khô da, thiết kế nhìn đẹp mắt. Lượng sản phẩm cũng được 3/4 của tuýp, tuýp lần trước mua mình dùng được gần nửa năm. Giao hàng ok, anh shipper nhiệt tình, dễ thương, giao 2 lần là nhớ nhà tui lun rồi ^^ Hàng ko bị vỡ, bị hư hay dính bụi bẩn. Nói chung là khá OK", Positive,, Positive,,, Neutral
231,"Bao bì mới, trông xịn hơn nhiều. Đã dùng lần thứ 3",,,,,, Positive
232,"Giao hàng cực nhanh , chất lương sản phẩm tốt , cần có thời gian sử dụng sẽ có đánh giá khách quan hơn , vì mua hàng trên tiki nên mình cũng yên tâm hàng chính hãng , hạn sử dụng còn dài , đóng gói chắc chắn cẩn thận .", Positive,, Positive,,, Positive
233,"giao hàng của tiki sao lại nhanh thế eo ơi, nhất là trong mùa dịch nnay. giá sp cũng rẻ hơn các sàn tmdt khác. nma cũng chưa ưng lắm khi mà k dc áp nhiều lần mã giảm giá như shopee",,, Positive,, Positive, Neutral
234,"Gói hàng cẩn thận, còn về chất lượng thì lần đầu mình dùng nên chưa biết được.", Neutral,,, Positive,,
235,hình như mới thay bao bì hả?,,,,,, Neutral
236,"Hàng nguyên vẹn, sản phẩm mùi dễ chịu, mình dùng thử srm loại màu xanh r thấy hợp nên mua thêm loại này dùng 😃",, Positive,,,, Neutral
237,"Sửa rữa mặt cấp nước dưỡng da khỏi cần bàn cãi ạ =))))) mình xài mấy tuýp rồi rất tốt cho da khô, rửa sạch dịu nhẹ nhưng vẫn không khô da", Positive,,,,,
238,"Đã mưa rất nhiều lần,  Độ pH cân bằng, rửa xong không bị khô da, ẩm mịn.", Positive,,,,, Positive
239,"Sản phẩm tốt, chuẩn chỉ đúng như yêu cầu và shop mô tả. Đóng gói chắc chắn, giao hàng nhanh chóng, 5 sao cho chất lượng!", Positive,, Positive, Positive,, Positive
240,"Sửa rửa mặt giá rẻ mà chất lượng tốt nè, cái thời bị mụn đau khổ không biết xài loại nào thì em này như vị cứu tinh của mình dị á, rửa sạch mà không bị khô hay căng da ???", Positive,,,, Positive,
241,"giao hàng nhanh cực mới đặt hôm qua hôm nay đã giao rồi, rửa mặt xong không bị khô queo, cứu rỗi làn da bong tróc mùa lạnh của mình", Positive,, Positive,,,
242,giao hàng xiêu nhanh đóng gói cẩn thận,,, Positive, Positive,,
243,Giao hàng nhanh chóng. Mùi hương SP chưa ok lắm.,, Positive, Positive,,,
244,"Da mình khi sử dụng không bị khô kin kít, mềm mượt, rất căng nước và cảm giác da rất sạch. Có nhiều bạn bảo bị dị ứng nổi mụn nhưng mình nghĩ còn do nội tiết tố và loại da, cách tạo bọt. Nhưng riêng mình thì mình cảm thấy rất ưng. Dùng thích hơn senka, innisfree vì 2 loại này độ ph cao, mặc dù sạch nhưng dùng lâu da dễ hỏng", Positive,,,,,
245,Giao hàng siêu nhanh ạ chất lượng sp mk chưa dùng nên chưa biết ntn, Neutral,, Positive,,,
246,Chưa dùng nhưng đóng gói cẩn thận giao hàng nhanh. iu,,, Positive, Positive,,
247,"Sản phẩm có độ PH phù hợp với da, hàng ship nhanh. Cảm ơn và sẽ mua tiếp của Tiki.", Positive,, Positive,,, Positive
248,"giao hàng nhanh, đóng gói cẩn thận, mình mua sữa chống nắng và srm đc tặng thêm giấy thấm dầu",,, Positive, Positive,, Positive
249,"Sữa rửa mặt Hada labo lành tính, độ ph phù hợp an todn cho da, đã sử dụng rất nhiều lần và tin tưởng", Positive,,,,,
250,"Bao bì mới, đẹp và xịn hơn cũ. Chất sản phẩm xốp hơn thay vì kem mịn như bản cũ. Mùi hương không thay đổi nhiều, nhẹ hơn xíu.
Luôn thích sản phẩm srm này của Hada labo.", Positive, Neutral,,,, Positive
251,"Tiki dự kiến 12/4/2022 giao nhưng 11/4 đã nhận được hàng. Mới dùng 2 lần nhưng thấy sản phẩm tốt, dịu nhẹ, dưỡng ẩm nhưng không kích ứng da. Cám ơn Tiki", Positive,, Positive,,,
252,"Mùi dễ chịu
Không làm sạch kin kít như sản phẩm khác 
Khá hợp với da dầu 
Đóng gói cẩn thận. Giao hàng nhanh
Sẽ ủng hộ shop lần tới", Positive, Positive, Positive, Positive,,
253,"thơi gian giao hàng nhanh, đóng gói hàng cẩn thận, giá rẻ chất lượng phục vụ tốt",,, Positive, Positive, Positive, Positive
254,"Sau khi dùng qua rất nhiều loại đắt tiền, mình thích dòng này vì giá bình dân nhưng chất lượng thì rất ổn. Mình đã mua đến tuýp thứ 8 hay 9 rồi thì phải.", Neutral,,,, Positive, Positive
255,"Hàng giao đầy đủ, sửa rữa mặt dùng tốt. Thời gian giao hàng nhanh, sản phẩm không hư hại", Positive,, Positive,,, Positive
256,"Srm ổn lắm nha nên mua, giao hàng nhanh đặt từ hôm kia hôm nay đã có hàng rồi.", Positive,, Positive,,,
257,"do dịch nên giao hàng rất chậm nhưng nhận đc sp và check đúng hàng chính hãng là ok, sd thời gian mới biết kq",,, Negative,,, Neutral
258,"Ngon bổ rẻ, sạch vừa, không khô da mà cảm thấy khá ẩm. Lười thì mình còn chả bôi kem dưỡng mà để vậy luôn còn được là :)) bọt hơi ít tẹo, nhưng mà chất lượng vậy lf tốt lắm rồi ý", Positive,,,, Positive,
259,"Tiki giao hàng đúng nhanh, sản phẩm thị lại siêu chất lượng nữa ? yêu lắmm", Positive,, Positive,,,
260,"k bị kích ứng, dùng rất thích", Positive,,,,,
261,Sau rửa không bị khô da và hoàn toàn ko gây kích ứng khó chịu gì hết. Gần như không có mùi nên mình cực kỳ hài lòng., Positive, Neutral,,,,
262,"Sửa rửa mặt dịu nhẹ , ko nhờn rít, sài được 1 chai rồi thấy ok", Positive,,,,,
263,"tiki luôn giao hàng sớm cho mình luôn hihi, đây là sp mình thường dùng, rất nhẹ dịu và rửa rất sạch luôn ạ", Positive,, Positive,,,
264,"độ pH phù hợp với da, ko gây kích ứng, giá rẻ. đợt này tiki còn sale nữa nên mua luôn 2 tuýp", Positive,,,, Positive,
265,"Rửa xong thấy rất chi là mịn ko bị khô da, này với sữa rửa mặt Botanic cũng của Rohto vừa rẻ vừa tốt, nhưng Botanic có hạt, ít thôi nhưng để dùng hàng ngày thì hada labo vẫn thích hơn, còn sạch thì cảm giác Botanic thoáng sạch hơn", Positive,,,, Positive,
266,"Làm sạch sâu, dịu nhẹ, không bị kích ứng", Positive,,,,,
267,sửa rửa mặt hơi mùi gần giống như mùi thuốc tây nên bạn nào nhạy cảm về mùi lưu ý nha,, Negative,,,,
268,"Rửa xong cảm giác da sạch nhưnh không khô, rất mềm", Positive,,,,,
269,"Giao hàng nhanh, đầy đủ số lượng. Đóng gói hàng cẩn thận, chắc chắn. Cho 5 saooo",,, Positive, Positive,, Positive
270,Ok đủ hàng đúng hàng,,,,,, Neutral
271,"chất lượng sản phẩm thì ko còn bàn cãi rồi rất ok nha , dù dịch nhưng giao hàng cũng ko chậm", Positive,, Positive,,,
272,"Chưa sử dụng nhưng shop đóng gói cẩn thận, giao hàng rất nhanh, mua 2 tuýp đc tặng kèm quả túi siêu dày dặn",,, Positive, Positive,, Positive
273,vẫn thấy hộp hơi nhẹ so với dung tích,,,,,, Neutral
274,"Sản phẩm rửa mặt không gây nhờn rít, bọt mịn, dễ matxa . Mình dùng này là type thứ mấy luôn r.", Positive,,,,,
275,sp giống như mô tả công dụng chưa dùng nên chưa biết,,,,,, Neutral
276,"đóng gói sơ sài quá, sp ko bị sao nhưng hơi bị dơ chút
bình nước đk tặng cũ lại tràu xước nữa",,,, Negative,, Negative
277,"Mua dùng thử, khối lượng nằm ở nửa chai, hơi ít.",,,,,, Negative
278,"Sữa rửa mặt dịu nhẹ, bọt khá nhiều.", Positive,,,,,
279,"Dưỡng ẩm tốt, phù hợp da khô", Positive,,,,,
280,sản phẩm ổn áp mn ạ PH vừa phải k bị khô đây, Positive,,,,,
281,Rửa xong da ẩm mượt k bị khô rít như mấy loại srm khác nên em mua những 4 tuýp xài dần ?, Positive,,,,,
282,giao hàng nhanh,,, Positive,,,
283,giao hàng nhanh vì chưa sử dụng nên chưa biết chất lượng thế nào. nhưng vì đóng gói đẹp và giao nhanh nên cho 5*,,, Positive, Positive,, Positive
284,"Tạo bọt tốt, rửa mặt xong không bị cảm giác quá khô. Giá cũng rẻ, nên canh sale mua nha", Positive,,,, Positive,
285,"mình xài 2 chai rồi, lạy trúa nó thật sự rất đỉnh từ việc làm sạch đến sau khi rửa nó vẫn mềm mịn không 1 tí căng kích, dùng chung với lotion nữa uhuhu thật sự rất sướng.mà sao mỹ phẩm nhật mua gì cũng có nửa chai dị nhỉ kcn, srm rồi tỉ thứ khác", Positive,,,,,
286,"Dùng ok, shop ship nhanh, đợt mua được giảm giá và mua kèm kem dưỡng ẩm nên được tặng thêm 1 thỏi son", Neutral,, Positive, Positive,, Positive
287,Sản phẩm dùng tốt rửa mặt xong không thấy bị căng da hay châm chích cảm giác sau khi rửa mặt khá nhẹ nhàng, Positive,,,,,
288,"srm dùng tốt,không bị khô da", Positive,,,,,
289,Mình thích hãng nên mua sử dụng nhiều lắm. Xài khá mát và mịn da., Positive,,,,,
290,"Xưa dùng Dove mà khô da lắm, chuyển sang loại này mê luôn, không khô xíu nào luôn í.", Positive,,,,,
291,làm sạch sâu không kích ứng mùi lúc đầu hơi khó ngửi nhưng về sau ok, Positive, Negative,,,,
292,Rất tốt. Đã mua lần 2,,,,,, Positive
293,"Làm sạch tốt, da không bị quá khô căng và vẫn giữ được độ ẩm cho da, lành tính và dịu nhẹ", Positive,,,,,
294,"giao hàng nhanh, đóng gói rất đẹp nhưng trong quá trình vận chuyển chắc là do shiper nên hộp hơi móp.. nhưng ko sao",,, Neutral, Positive,,
295,"sản phẩm dùng tốt, giao hàng nhanh", Positive,, Positive,,,
296,"xài rất mát, không bị kích ứng", Positive,,,,,
297,đã sử dụng nhiều lần và thấy tốt, Positive,,,,,
298,"Srm chân ái của cuộc đời, đổi nhiều loại nhưng vẫn thấy ưng e này nhất. Tạo bọt mịn nhưng k gây khô da vì độ pH chuẩn 5.5, k mùi hương liệu, k cồn nên rất phù hợp vs da nhạy cảm", Positive,,,,,
299,"Kem Rửa Mặt Dưỡng Ẩm Tối Ưu Hada Labo Advanced Nourish Hyaluron Cleanser này mình mua cùng với Lotion cùng dòng, khi kết hợp vs nhua rât scos hiệu quả. Sữa rửa mặt không làm da bị khô, rửa xong da rất mình, khi nào dùng hết mình sẽ mua lại.", Positive,,,,,
300,"Sau khi xài 1 đống srm (cetaphil, dove derma, senka, softymo, shirochasou, AHA, hada labo tạo bọt) thì thấy ưng em này nhất. Rửa mặt sạch mà ko bị khô da (da mình hỗn hợp thiên khô). Giá thành lại rẻ. 5*", Positive,,,, Positive,
301,Sản phẩm cực kỳ cực kỳ và rất tốt! Rất đáng để đầu tư. Nên mua nhaaaaaaaa, Positive,,,,, Positive
302,Tuyệt ạ. Tiki giao siêu nhanh luôn mới đặt tối qua là sáng nay có hàng rồi.,,, Positive,,, Positive
303,"đóng gói cẩn thận, sản phẩm dùng dịu nhe", Positive,,, Positive,,
304,"Sp dung ok, mui huong dễ chịu", Neutral, Positive,,,,
305,"sữa rửa mặt mẫu mới luôn, mua được giá khuyến mãi quá rẻ, đóng gói kỹ, giao hàng nhanh",,, Positive, Positive, Positive, Positive
306,"Sản phẩmthid dùng ok không bị khô da , nhưng thể tích sản phẩm mình nghỉ không đủ, vì 1 tuýp như vậy mình  bóp lại chỉ còn 1/3 thôi , không biết tại sao, nhưng mình chắc chắn là ko đủ 80g chỉ tầm 25g or 30g  thôi", Positive,,,,, Negative
307,"Mình thấy rửa khá sạch mà ko bị khô, khá thích.", Positive,,,,,
308,"Đã sử dụng hơn 2 năm, thấy dịu nhẹ, sạch da. Dc tặng son màu đẹp", Positive,,,,, Positive
309,giá rẻ. rửa sạch k khô da. đặt mua 1 tuyp gửi 2 tuyp 2 lần. nhưng thôi vì chất lượng hàng quá ổn nên vẫn nhận, Positive,,,,, Negative
310,"Sản phẩm đóng gói kỷ,sử dụng thấy cũng được nhưng ít quá,nặng ra sài chừng mấy làn là thấy hết khó nặng ra để sử dụng lắm ,mỗi lần nặng ra phải gõ chút xuống nhiều làn nặng mới ra", Neutral,,, Positive,, Negative
311,"Mềm da, da mình da nhạy cảm nên rất thích", Positive,,,,,
312,"ổn áp lắm nha, chỉ thắc mắc là sao nó k có hộp cho chỉnh chu nhỉ.", Positive,,,,, Negative
313,sản phẩm chất lượng tốt đáng tiền dùng ko bị khô da, Positive,,,,,
314,"Mình rất ưa sữa rửa mặt này. Trc đây do chọn ko đúng sữa rửa mặt hợp vs lại da khô của mình nên sau khi rửa ra rất khô và bết nhưng từ khi dùng sang loại này mình thấy rất hiệu quả, da mình đã ko còn khô nữa", Positive,,,,,
315,"mua lần 2 r số rất OK 
ngon bổ rẻ....
quà tặng chất lượng", Positive,,,, Positive, Positive
316,Nhận đủ hàng đóng gói cẩn thận,,,, Positive,, Positive
317,"Giao hàng nhanh trong mùa dịch, cực kỳ dễ thương",,, Positive,,, Positive
318,"Rửa mặt xong vẫn có độ ẩm, trơn mịn trên da, sẽ mua lại.", Positive,,,,, Positive
319,Như hình không khác .chất lượng thì nghe thấy tốt nên mua về dùng và dùng rất ok nhớ, Positive,,,,, Positive
320,sản phẩm giống honhf. cho shop 5 sao,,,,,, Positive
321,"Hada Labo siêu đỉnhhhhhh luôn á, dưỡng ẩm cho da mà còn kiềm dầu nữa, mê", Positive,,,,,
322,hàng tốt,,,,,, Positive
323,"Mn rv dùng tốt nên đã mua dùng thử.
Vì mua dịch nên giao hàng hơi chậm nhưng vẫn sẽ ủng hộ tiki dài dài ạ",,, Neutral,,, Positive
324,"mình dùng loại này đến lọ thứ 5-6 gì đó rùiiii, thích lémmm", Positive,,,,, Positive
325,Ko gây kích ứng, Neutral,,,,,
326,"Sản phẩm giao nhanh hơn dự kiến, vỏ bọc hơi bụi.
SP sản xuất tại Việt Nam, chưa dùng thử chưa biết chất lượng ntn. Tạm rate 5*",,, Positive,,, Neutral
327,giao hàng nhanh. Date xa. Chưa dùng nên không rõ châts lượng ra sao,,, Positive,,, Positive
328,Sản phẩm xài tốt lắm. Mịn da. Nên mua, Positive,,,,,
329,Sản phẩm nhẹ dịu rửa xong ko khô mặt, Positive,,,,,
330,sạch da, Positive,,,,,
331,"Sau khi rửa mặt xong khô thấy bị khô da, mà còn có hiệu ứng cấp ẩm mặt nên cảm thấy khá thích. Bảng thành phần không có cồn nên không gây kích ứng cho da", Positive,,,,,
332,giá rẻ. mua 3 hộp có 132k thui. srm dùng khá ổn., Neutral,,,, Positive,
333,Sản phẩm dùng cảm giác giữ ẩm là đúng với mình so với các loại srm trước đây mà ngta quảng cáo, Positive,,,,,
334,"giao hàng siu nhanh 
khâu đóng gói k tốt lắm 
shipper thân thiện",,, Positive, Positive,,
335,"Kiềm dầu tốt , mùi hơi khó ngửi ý kiến riêng", Positive, Negative,,,,
