,Unnamed: 0,Content,quality,smell,shipping,packing,price,others
174,174,"giao hàng trễ,hàng bị trầy xước, mà sao pond k có tem dán ngay miệng chai nhỉ???",,,Negative,,,Negative
175,175,"sản phẩm có tặng kèm lưới tạo bọt nhưng đến khi khui sản phẩm ra thì k hề có, cảm giác như bị lừa í",,,,,,Negative
176,176,đóng gói hàng chắc chắn dùng hãng này r n loại này chưa biết thế nào mua đc tặng tẩy trang ok la,Neutral,,,Positive,,Positive
177,177,"Dùng vào buoir sáng hay tối gì đều rất thích,mình thường kết hợp cả hai công dụng của em này là đắp mặt nạ sau đó rửa mặt lại như srm,ngoài ra nó còn có hạt scurb ttbc cự thích luôn ý.Nhất định sẽ mua lại",Positive,,,,,
178,178,Đã nhận được hàng. Đóng gói rất cẩn thận. Check được mã vạch. Cám ơn!,,,,Positive,,Positive
179,179,check mã vạch thì thấy ra sp của shop nên cũng ok chưa dùng loại này bao giờ nên mua thử xem sao,,,,,,Positive
180,180,đã nhận được đơn hàng sau 19 ngày chờ đợi huhu t cứ nghĩ sẽ được tặng free bông tẩy trang mà hóa ra deal 0đ tiếc hùi hụi đóng gói hàng cẩn thận,,,Negative,Positive,,
181,181,dùng sữa rửa mặt la roche posay đã lâu và rất thích mua của shop là hàng chính hãng nên yên tâm không sợ hàng fake shop giao hàng nhanh,Positive,,Positive,,,Positive
182,182,đã mua nhiều lần nên ko có phải nói về chất lượng giá thì hơi đắt bù lại được tặng thêm quà đóng gói cẩn thận,Positive,,,Positive,Positive,
183,183,đã nhận được hàng giao hàng nhanh chóng mong là chất lượng tốt,Positive,,Positive,,,
184,184,chất lượng sản phẩm tuyệt vời rửa xong da mịn màng lắm sẽ còn ủng hộ shop ạ,Positive,,,,,
185,185,"Sản phẩm chính hãng, mỗi tội mình đặt tikinow mà mấy ngày sau mới giao, còn lâu hơn đơn mình đặt thường dù đặt cùng ngày. Sữa xài tốt okay nha :3",,,Negative,,,Positive
186,186,"Mình dùng đến lọ thứ 3 rồi , sp dùng thích lắm luôn, ko bị kích ứng da ???",Positive,,,,,
187,187,đóng gói kĩ càng giao hàng nhanh mình da hhtd dùng loại này rất thích,Positive,,Positive,Positive,,
188,188,"Mẹ mình bảo thích lắm, da mẹ dùng ko bị khô như mấy loại tụi mình xài",Positive,,,,,
189,189,chất lượng sản phẩm quá tuyệt vời…giao hàng nhanh chóng… sẽ ủng hộ shop lần sau ạ,Positive,,Positive,,,
190,190,Dịu nhẹ mình dùng srm này lâu rồi. Tiki giao hàng rất nhanh tầm vài tiếng là có hàng cảmown nhiêu ạ,Positive,,,,,
191,191,độ ph hợp lí dùng xong không bị khô rít da nhưng mặt có vết thương hở dùng bị châm chích chút,Neutral,,,,,
192,192,đóng gói cẩn thận giao hàng nhanhhhh,,,Positive,Positive,,
193,193,đóng gói cẩn thận ship nhanh srm ko nhiều bọt đâu nhưng dùng thích còn kem chưa bôi nên ko bt ntn ạ,Neutral,,Positive,Positive,,
194,194,dùng oki lám mn tớ dùng dính tới giờ lun á tớ dùng tới chai t4 rùi á tr,Positive,,,,,
195,195,đã mua nhiều lần sử dụng hợp với da mình dầu ko gì để bàn luận,Positive,,,,,
196,196,"bữa chừ dùng bí đao chừ chuyển qua dùng diếp cá thử ok k 
giao hàng nhanh 
ship thân thiên",,,Positive,,,
197,197,"Trước giờ mình hay xài SRM của Laroche Posay nhưng đợt đó kẹt tiền nên mua xài thử loại này vì thấy nhiều đánh giá tốt. Mình thấy ổn áp lắm đấy, với da mình thì hiệu quả không khác loại mình hay dùng là bao. SRM thơm y chang mùi sữa bò, có các hạt nhỏ để làm sạch da. Hiệu quả làm sạch tốt, cụ thể là sau khi rửa mặt xong mình quệt nước hoa hồng lên thì thấy bông tẩy trang sạch bong kin kít. Với giá tiền này thì chấm 5 sao luôn.",Positive,Positive,,,Neutral,
198,198,Dùng đỡ nhờn,Positive,,,,,
199,199,đóng gói ok giao hàng nhanh loại này mình mới sd lần đầu k biết có ok k nó có kết cấu đặc với lại mấy cái hạt li ti li ti nên rửa thích phết mng ạ +,Positive,,Positive,Positive,,
200,200,"Về mặt rửa bụi bẩn thì mình thấy sạch, thoáng, không kích ứng da. Về việc ngừa mụn thì mình chưa thấy có hiệu quả lắm, vẫn như trước khi dùng nhưng mình thấy nốt mụn k bị sưng tấy lên. Nhưng loại này mình thấy ok nhất trong các loại mình từng dùng. Tuýp sữa rửa mặt khá lớn nên không hề đắt đối với một thương hiệu có tiếng như Vichy.",Positive,,,,,
201,201,dùng 4 năm rồi trộm vía là dùng khá hợp giao hàng khá nhanh bọc hàng cẩn thận,Positive,,Positive,Positive,,
202,202,dùng la roche posay mall thì yên tâm rồi ạbạn nào da nhạy cảm hoặc hỗn hợp dùng em này là the best lun á,Positive,,,,,
203,203,đã dùng 2 lần và rất thích nên lại mua tiếp he cảm ơn shop ạ,Positive,,,,,
204,204,đặt 1 ngày là giao luôn òi nhanh gọn lẹ khum kịp trở tay luôn đóng gói cẩn thận okela shipper giao cũng sớm nữa quá đỉnh ạ,,,Positive,Positive,,
205,205,đóng gói ok giao hàng nhanh nữa á tui mới xài thử thì thấy mướt ko bị khô rát này kia nếu xài được hợp da thì sẽ mua tiếp,Positive,,Positive,Positive,,
206,206,da mặt mình nhạy cảm nên rất kén srm xài srm của simple thì thấy da không có kích ứng xài tốt giao hàng siêu nhanh gói cẩn thận,Positive,,Positive,Positive,,
207,207,dùng rất ok ạ e dùng loại này lâu lắm rồi k có ý định đổi loại mới luôn ưng luôn,Positive,,,,,
208,208,"Giá rẻ hơn trên thị trường , hàng đảm bảo cộng với phí ship cũng khá ok nên lần sau sẽ ủng hộ",,,,,Positive,Positive
209,209,đóng gói chắc chắn giao hàng ko quá lâu dù đang là mùa dịch hàng date xa thoải mái dùng,,,Positive,Positive,,Positive
210,210,đóng gói ok giao hàng ok lắm bọt rửa k bị khô da săn sale 126k,Positive,,Positive,Positive,,
211,211,chai dung tích lớn giá sale quá tốt sẽ ủng hộ shop khi có dịp ạ hihi dùng thử thấy rất ưng ý nha,,,,,Positive,Positive
212,212,"Da mình là da dầu, hay nổi mụn, mình đặt hàng SRM khác mà chẳng hiểu tiki giao nhầm qua loại này, lúc đầu ấm ức đổi mà không được đành chấp nhận xài loại này luôn. Vậy mà mình xài từ tháng 12 năm 2015 mà giờ mới hết (6 tháng rồi),  thấy đã lắm, vừa xài SRM này + xịt khoáng thấy mụn khô hẳn. Được cái sạch mà xài lâu hết, tiết kiệm, kết luôn, bữa đổi qua SRM dạng mút chống ô nhiễm xài thử mà thấy mau hết (nửa tháng hết 1/2) với không hợp da nên giờ mua lại loại này về quê xài tiếp :v",Positive,,Negative,,Positive,Positive
213,213,"Da khô mà dùng Hada Labo là khỏi lo. Rửa mặt xong da vẫn ẩm mịn, rất ư là hài lòng.",Positive,,,,,
214,214,gel sach tao bot hinh anh chi mang tinh nhan xu mui de chiu nen mua,Positive,Positive,,,,
215,215,"mua nhưng chưa dùng thử, đóng gói cẩn thận, có gì sẽ review sau",,,,Positive,,
216,216,"Sữa rửa mặt có độ pH khá cao, nên khi rửa mặt nên lấy rất ít rồi tạo nhiều bọt để dùng. Rửa xong phải xài toner nếu không da sẽ căng + hơi khô. Nhưng vẫn tiếp tục xài em nó vì rửa mặt khá sạch và kiềm dầu.",Neutral,,,,,
217,217,đóng gói chắc chắn cẩn thận còn về chất lượng thì để sử dụng mới biết được,,,,Positive,,
218,218,"Sản phẩm dịu nhẹ với da bị mụn, không gây rát ở những vùng bị mụn. Mới dùng mấy ngày thôi đã giảm nhờn trên mặt khá nhiều!",Positive,,,,,
219,219,Không kích ứng,Neutral,,,,,
220,220,"Sản phẩm giao nhanh, đóng gói cẩn thận. Thương hiệu nổi tiếng nên yên tâm",,,Positive,Positive,,Positive
221,221,dùng chai thứ 3 rồi chất lượng sp khá tốt sẽ còn ủng hộ nhiều lần dịch mà giao hàng nhanh lắm 3 ngày đã nhận được thanks shop,Positive,,Positive,,,
222,222,"Xài srm của hãng này lâu r rất thích, sữa mặt xong da hơi ẩm",Positive,,,,,
223,223,chai to dã man ok nhé,,,,,,Positive
224,224,"Đóng gói kỹ càng, date xa. Da mặt mình rất nhạy cảm, cứ sài sữa rửa mặt là bị khô, trước giờ chỉ sài dc E100 nhưng nhẹ quá. Mình rất hợp với loại này, rửa mặt có mùi sữa bò rất thích, có hạt mát xa nữa (đừng mát xa mạnh quá). Rửa xong cảm thấy sạch và mướt hơn, đặc biệt là không bị khô da. Hàng việt nam giá khá mềm nên mình nghĩ cứ dùng thử để biết chất lượng nè",Positive,,,Positive,,Positive
225,225,đồ nhà cerave thì không cần nhắc tới chất lượng rồi đóng gói cẩn thận,,,,Positive,,
226,226,dạng gel trong suốt dễ tạo bọt chất lượng k phải bàn luôn í rửa xong mặt sạch lắm mình mua mà k cần đọc đánh giá luôn,Positive,,,,,
227,227,Sản phẩm dùng tốt. Tạo bọt với lưới tạo bọt được rất nhiều bọt mịn. Dưỡng ẩm ok,Positive,,,,,
228,228,"Dùng cũng khá ok ạ
Tuy nhiên da mình k hợp sp, mình dùng bị dầu quá",Negative,,,,,
229,229,Sp rửa xong mặt khá sạch giảm mụn đi nhiều,Positive,,,,,
230,230,dung kha thich khong có huong lieu nhe nhang cho da bump mot luong vua du,Positive,,,,,
231,231,gel rửa mặt nhẹ nhàng thơm mùi dừa và để lại một lớp ẩm trên da da không bị khô căng sau khi rửa khả năng làm sạch thì mình chưa rõ có quá sạch không nhưng texture dùng rất ok,Positive,Positive,,,,
232,232,dành cho da hàng đẹp ok,Neutral,,,,,
233,233,"Sản phầm tốt, dùng đỡ nhờn, mụn",Positive,,,,,
234,234,đóng gói cẩn thận sản phẩm tốt giao đúng loại đủ hàng hài lòng với shop,Positive,,,Positive,,Positive
235,235,"Giao hàng khá nhanh, gói hàng khá kĩ",,,Positive,Positive,,
236,236,đóng gói cẩn thận nên khi mở ra xốp bị vỡ hết nhưng sản phẩm vẫn còn nguyên vẹn video để nhận xu,,,,Positive,,
237,237,Giao hàng nhanh vừa đặt qua nay đã có nhưng đóng gói hơi toang đít vỏ,,,Positive,Negative,,
238,238,đóng gói cẩn thẩn giao đúng loại chưa dùng thử hy vọng hàng ok,,,Positive,Positive,,
239,239,chai t2 rồi mua tiki giá ổn,,,,,Neutral,
240,240,đóng gói nhanh và đầy đủ,,,Positive,Positive,,
241,241,đã từng mua 1 lần hàng auth giă cực kì ổn hi vọng shop tiếp tục giảm giá thêm cho những lần tới,Positive,,,,Positive,
242,242,dành cho da nhạy cảm dùng ok,Neutral,,,,,
243,243,"sản phẩm dùng khá tốt, dịu nhẹ cho da",Positive,,,,,
244,244,dùng da sạch nhưng vẫn còn độ ẩm trên da mình thấy cũng ổn trắng thì chưa biết,Neutral,,,,,
245,245,"giao hang nhanh, sp dùng ok",Neutral,,Positive,,,
246,246,có sữa rửa mặt 200ml + 2 cái món quà nhỏ sữa rửa mặt và nước micel,,,,,,Positive
247,247,"Tiki dự kiến 12/4/2022 giao nhưng 11/4 đã nhận được hàng. Mới dùng 2 lần nhưng thấy sản phẩm tốt, dịu nhẹ, dưỡng ẩm nhưng không kích ứng da. Cám ơn Tiki",Positive,,Positive,,,
248,248,"sản phẩm tốt, chính hãng, kem mềm mịn, bôi lên rất mềm da, giá cả hợp lý, shop đóng gói cẩn thận, giao hàng rất nhanh. mình mới đặt hôm trước hôm sau đã nhận được hàng rồi.",,,Positive,Positive,,Positive
249,249,đóng gói khá sơ sài sữa rửa mặt dịu nhẹ không mùi không kích ứng tạo bọt ít mình chỉ dùng kem chống nắng nên khi rửa mặt thấy không có gì khác biệt với các loại khác như simple corsx,Positive,,,Negative,,
250,250,chai srm lần thứ 2 mình dùng vì da mình khá nhạy cảm sp ko tạo bọt nhưng rửa thấy sạch và ko bị quá khô ạ nên mua,Positive,,,,,
251,251,bọc hàng lúc nào cũng kỹ lưỡng hàng thì chuẩn auth luôn nha mọi người,,,,Positive,,
252,252,"Giao hàng nhanh. Đóng gói ổn. Đây là dạng kem có kết cấu hơi đặc, mùi dễ chịu. Có thể xem đây là dòng căn bản có chứa tinh chất trà xanh. Mình cũng đã dùng qua dòng sp trà xanh của Innisfree thì nó cao cấp hơn dòng này. Đánh giá chung là rửa mặt sạch, không gây kích ứng, nhờn rích. Da mình bình thường đã có nhiều nhờn và mồ hôi nhưng dùng thấy rất thích, sạch và sảng khoái. Dùng kèm thêm toner sẽ ổn hơn nếu ngồi máy lạnh. Sản phẩm tốt, chưa có gì phàn nàn.",Positive,,Positive,Neutral,,
253,253,chai thứ 2 mình dùng rồi đó mng thấy ok phết giảm mụn thật nha mình sài chắc fo hợp da nên ổn ghê,Positive,,,,,
254,254,Giao trễ hơn 1 ngày nhưng do dịch nên thông cảm cho mấy a shipper,,,Neutral,,,
255,255,"Hàng giao hơi lâu nhưng tại dịch nên bỏ qua nói có quà tặng kèm nhưng ko có, chc lượng sản phẩm chx dùng nên chx bt",,,Negative,,,Negative
256,256,đóng gói cẩn thận giao hàng trong thời gian dự kiến shipper nhiệt tình thân thiện,,,Positive,Positive,,
257,257,gel rửa mặt đúng với hình dùng rất thích hàng chính hãng hết sẽ mua tiếp mua được giá khuyến mãi nên rẻ mà có điều tip hơi nhỏ mọi người mua to cho dùng lâu,Positive,,,,Positive,Negative
258,258,"Đúng hàng, nhưng tiki ơi, sao để có hàng tặng mua 1 được 2 mà sao ko thấy nha.",,,,,,Negative
259,259,đóng gói cẩn thận đã mua ở shop 2 lần rồi chất lượng nha mọi ng nên trải nghiệm thử,Positive,,,Positive,,
260,260,đóng gói chắc chắn cẩn thận giao hành nhanh,,,Positive,Positive,,
261,261,dùng oke phết lọ bé hơn tưownhr tượng nhưng mà dùng yhif khá ưng,Positive,,,,,
262,262,đã sử dụng sản phẩm này rất lâu và cảm thấy hợp giá thành phù hợp túi tiền đáng nên mua sẽ ủng hộ shop khi sử dụng hết,Positive,,,,Positive,
263,263,dùng cho da dầu da khô mà dùng thì khô lắm,Negative,,,,,
264,264,gel rửa mặt bé hơn mình tưởng nhưng lại rất tiện để mang đi nhiều nơi hơn là tuýp to,,,,,,Neutral
265,265,đóng gói cẩn thận chắc chắn giao hàng nhanh abcdehgdzmpbhg,,,Positive,Positive,,
266,266,cực kì khó đậy nắp lại sau khi sử dụng nhìn như hàng đểu mỗi lần rửa mặt là cực hình,,,,,,Negative
267,267,sao thấy srm hơi cũ chưa sài thử nên ko bit chấy lượng thế nào,Neutral,,,,,Negative
268,268,"Da mình bị mụn nên rất khó chọn sản phẩm phù hợp  . Thấy tiki khuyến mãi nên mình mua về sử dụng thấy mặt đỡ mụn hơn nhiều. Mình duy trì cho đến bây giờ cảm thấy rất ổn, không gây kích ứng. Về phiá tiki giao hàng nhanh, đóng gói cẩn thận. Tiếp tục ủng hộ.",Positive,,Positive,Positive,Positive,
269,269,đã sử dụng cả 2 sản phẩm giờ mua lại mua trên live giá rẻ hơn nhiều,Positive,,,,Positive,
